address,postal,x,y,lat,lon
521 BEDOK NTH AVE 1,460521,38432.2741745515,34718.3406628482,1.33025307073546,103.927058345096
549 BEDOK NTH AVE 1,460549,38416.3686215198,34881.7532694209,1.33173091993805,103.926915480721
520 BEDOK NTH AVE 1,460520,38552.0118664308,34741.7370575629,1.33046461779259,103.92813426172
416 BEDOK NTH AVE 2,460416,38835.8776697489,34513.8762255888,1.32840382815915,103.930684870347
418 BEDOK NTH AVE 2,460418,38763.7225800641,34531.6078158095,1.32856421177174,103.930036524233
136 BEDOK NTH AVE 3,460136,39340.6847412828,34486.3810918592,1.32815498828204,103.93522082327
105 BEDOK NTH AVE 4,460105,39484.9904712569,35102.049193956,1.33372280929,103.936517719048
102 BEDOK NTH AVE 4,460102,39589.6775293043,35122.3704825956,1.33390654765002,103.937458398204
103 BEDOK NTH AVE 4,460103,39599.0414143549,35075.4914899506,1.33348258777759,103.937542520091
74 BEDOK NTH RD,460074,40119.6688042786,34415.2905271631,1.32751177120151,103.942220384041
116 BEDOK NTH RD,460116,39657.4043524349,34801.8922840301,1.33100823526591,103.938066838998
419 BEDOK NTH ST 1,460419,38552.1947455881,34354.9009962343,1.32696621417456,103.928135771625
501 BEDOK NTH ST 3,460501,38889.5936853597,34871.796949124,1.33164071248973,103.931167665142
510 BEDOK NTH ST 3,460510,38876.6631724481,34925.1400934439,1.33212313291916,103.93105149637
528 BEDOK NTH ST 3,460528,38519.0407398911,35232.496303834,1.33490287587397,103.927838167286
188D BEDOK NTH ST 4,464188,39927.4213727508,34876.6491793264,1.33168420406758,103.940493118435
704 BEDOK RESERVOIR RD,470704,37669.3832352823,35393.0231911056,1.33635490577951,103.920203566512
614 BEDOK RESERVOIR RD,470614,37289.3823808404,34956.695949601,1.332409040218,103.916788909074
3 BEDOK STH AVE 1,460003,39113.6853058571,33796.4224030245,1.32191533930821,103.933180861675
1 BEDOK STH AVE 1,460001,39173.8128976561,33678.8559849579,1.32085208990817,103.933721096337
18 BEDOK STH RD,469276,38692.5711767208,33345.8025893401,1.31784024894204,103.929396777961
37 CHAI CHEE AVE,461037,38337.6186830075,34186.3532446157,1.32544200357037,103.926207634232
807C CHAI CHEE RD,463807,38008.2975416584,34468.9638649169,1.3279979407231,103.92324860169
20 CHAI CHEE RD,461020,37967.8711988544,34278.1952665374,1.32627271243233,103.922885287154
44 CHAI CHEE ST,461044,38277.5232963441,34581.3578780517,1.32901430131171,103.925667777871
59 NEW UPP CHANGI RD,461059,39955.9451033706,34034.040634105,1.32406395292221,103.940749090839
29 NEW UPP CHANGI RD,464029,39465.396340658,34022.3188428544,1.32395813360222,103.936341250384
219A BEDOK CTRL,461219,39124.492580248,34171.9115420803,1.32531112114443,103.933278106545
423 BEDOK NTH AVE 1,460423,38488.6816495433,34466.5712716077,1.32797614118511,103.927565110763
512 BEDOK NTH AVE 2,460512,38668.1207902776,35062.6897067744,1.33336715518929,103.929177675999
518 BEDOK NTH AVE 2,460518,38589.1742309434,34837.1625968795,1.3313275984366,103.928468218949
121 BEDOK NTH RD,460121,39741.3491849927,34650.8262906969,1.32964201790706,103.938821071117
705 BEDOK NTH RD,470705,37534.9097874062,35424.190920908,1.33663681806047,103.918995255673
130 BEDOK NTH ST 2,460130,39519.1995885987,34376.5343414322,1.32716150771949,103.936824833587
532 BEDOK NTH ST 3,460532,38246.2097353972,35153.8520005848,1.33419173917878,103.925386600613
188A BEDOK NTH ST 4,461188,40025.1566013703,34871.0502682347,1.33163353101368,103.941371320775
188B BEDOK NTH ST 4,462188,40035.8747668164,34907.4261494577,1.33196249675669,103.941467643694
186B BEDOK NTH ST 4,462186,39966.2836174965,34694.5512080975,1.33003736213542,103.940842245677
723 BEDOK RESERVOIR RD,470723,38643.9427854205,35459.3477893546,1.33695439373089,103.928960561768
150 BEDOK RESERVOIR RD,470150,36831.2336786184,35370.7524324395,1.33615375353551,103.912672307759
709 BEDOK RESERVOIR RD,470709,37908.2703607762,35289.2195646986,1.33541606639526,103.922350069667
128 BEDOK RESERVOIR RD,470128,36683.4240057766,35060.2911506724,1.33334609718403,103.911344064946
140 BEDOK RESERVOIR RD,470140,36910.6854711371,35231.005968852,1.33488991400405,103.913386186589
120 BEDOK RESERVOIR RD,470120,36525.0452373084,34788.9766629655,1.33089247225844,103.909920867054
701 BEDOK RESERVOIR RD,470701,37524.9969622027,35535.2900696974,1.33764156135414,103.918906218067
767 BEDOK RESERVOIR VIEW,470767,39513.9003305454,35337.395389108,1.33585118238176,103.936777579151
7 BEDOK STH AVE 2,460007,39366.7977480711,33895.961664008,1.32281544267372,103.93545524391
44 BEDOK STH RD,460044,40059.0624637818,33708.0250289906,1.3211155478057,103.941675526083
41 BEDOK STH RD,460041,39961.9793588724,33700.852273548,1.32105071817917,103.94080318215
51 NEW UPP CHANGI RD,461051,40133.1542504048,33964.595981827,1.32343585125293,103.942341379723
94D BEDOK NTH AVE 4,463094,40016.9139029719,35090.8948971331,1.33362172764796,103.941297342188
94E BEDOK NTH AVE 4,464094,39973.3899952499,35055.9141580816,1.33330539203383,103.940906242009
140 BEDOK NTH ST 2,460140,39363.2692881376,34675.0095319152,1.32986086595092,103.935423827584
187B BEDOK NTH ST 4,462187,39882.3866991568,34732.5968831796,1.33038146607469,103.940088401203
747B BEDOK RESERVOIR CRES,472747,37827.5430754237,35426.775080286,1.33666009454076,103.921624733709
605 BEDOK RESERVOIR RD,470605,36924.2709529484,34716.5030027535,1.33023693207314,103.913508109392
101 BEDOK RESERVOIR RD,470101,36526.8931885185,34518.8045495022,1.32844913301985,103.909937396599
715 BEDOK RESERVOIR RD,470715,37997.8331127204,35511.8756958004,1.33742965753386,103.923154914839
613 BEDOK RESERVOIR RD,470613,37315.8769458318,34899.665983256,1.33189327383579,103.917026960083
770 BEDOK RESERVOIR VIEW,470770,39701.2398387818,35345.570408294,1.33592504234068,103.938460933366
774 BEDOK RESERVOIR VIEW,470774,39506.0733326357,35418.229490174,1.3365822191075,103.93670727972
171 BEDOK STH RD,460171,40476.7577030864,33683.8519275449,1.32089676770365,103.945428720471
11 CHAI CHEE RD,460011,38190.2934795134,34348.8234877829,1.32691137466792,103.924883893296
670 JLN DAMAI,410670,36342.7951089265,34968.7931243852,1.33251871785385,103.908283298037
649 JLN TENAGA,410649,36101.7545979992,34952.562099725,1.33237199569139,103.906117409993
115 BEDOK RESERVOIR RD,470115,36393.4440697478,34764.8088281509,1.33067394377665,103.908738351193
10B BEDOK STH AVE 2,461010,39447.8212661808,33844.9261810351,1.32235386630343,103.936183263112
10D BEDOK STH AVE 2,463010,39463.7726449398,33780.460793687,1.3217708591015,103.936326570445
29A CHAI CHEE AVE,461029,38075.4585653692,34104.4196590409,1.3247011139095,103.923851959899
150A BISHAN ST 11,571150,30494.9714390049,36300.1226093192,1.34455983329518,103.855737419596
304 SHUNFU RD,570304,28514.5781564293,36915.1149786785,1.35012170474224,103.837942388222
406 SIN MING AVE,570406,28086.2396044023,38332.9997281563,1.36294455374689,103.834093500169
23 SIN MING RD,570023,28278.7938322136,37382.9575172421,1.3543527093097,103.835823721667
24 SIN MING RD,570024,28336.0262005655,37475.2058565766,1.35518696986305,103.836337992513
138 BISHAN ST 12,570138,30102.0570217222,36322.6135675665,1.34476326355535,103.852206845531
109 BISHAN ST 12,570109,29632.7857435234,36542.3594017662,1.34675059587742,103.847990168368
171 BISHAN ST 13,570171,30269.3370896457,36546.4745762963,1.34678777068608,103.853709975879
216 BISHAN ST 23,570216,29769.7622023132,37606.0946368724,1.35637063078371,103.849221049026
205 BISHAN ST 23,570205,29600.2967556966,37489.1762260683,1.35531327191887,103.847698285024
289 BISHAN ST 24,570289,29292.2818837138,37638.2158989646,1.35666114854932,103.844930577727
286 BISHAN ST 24,570286,29176.0677786237,37834.6439746711,1.3584375788776,103.843886325616
268 BISHAN ST 24,570268,28982.2875461318,37743.6764856037,1.35761490834313,103.842145079114
267 BISHAN ST 24,570267,29056.651381392,37745.8586256225,1.35763464029646,103.842813287198
271 BISHAN ST 24,570271,29001.4915829571,37633.1956209168,1.35661575812609,103.842317636339
445 SIN MING AVE,570445,27822.1118559465,37864.9219770916,1.35871142499038,103.831720136073
25 SIN MING RD,570025,28462.3904923871,37453.7631996758,1.35499304842336,103.837473457401
102 BISHAN ST 12,570102,29632.8576905206,36364.6133007016,1.3451431233477,103.847990805259
136 BISHAN ST 12,570136,30050.1541794073,36253.0477828179,1.34413413892594,103.851740462088
157 BISHAN ST 13,570157,30599.8682844481,36465.7338519599,1.34605755352171,103.856679995938
290 BISHAN ST 24,570290,29288.6182166971,37580.345027497,1.35613778516576,103.844897654796
273B BISHAN ST 24,572273,29129.7564317454,37573.1799601223,1.35607299328811,103.843470177697
291 BISHAN ST 24,570291,29317.6401583282,37555.1744749174,1.35591015038813,103.845158434779
261 BISHAN ST 22,570261,29113.5337610478,37895.3840996567,1.35898689332218,103.843324418377
450A BT BATOK WEST AVE 6,651450,18119.5044887085,37210.4425409976,1.35279091158198,103.744536033565
451A BT BATOK WEST AVE 6,651451,17941.0571995322,37238.9865814354,1.35304899382254,103.742932562787
438A BT BATOK WEST AVE 8,651438,17708.7643477749,37729.5758729782,1.3574856237206,103.740845096872
441A BT BATOK WEST AVE 8,651441,17503.7501531271,37576.9749296531,1.35610548541132,103.739002965384
438B BT BATOK WEST AVE 8,652438,17668.2645143056,37774.2676708512,1.35788978585234,103.740481164284
448B BT BATOK WEST AVE 9,652448,17708.9083931092,37250.0535551254,1.35314900034194,103.740846555722
227 BT BATOK CTRL,650227,19119.3380171265,36723.1133231781,1.34838399787614,103.753520312233
228 BT BATOK CTRL,650228,19149.8618561104,36753.5713292975,1.34865945802076,103.753794578776
267 BT BATOK EAST AVE 4,650267,19828.5062212925,36770.1481656712,1.34880956575502,103.759892612835
247 BT BATOK EAST AVE 5,650247,19504.4003443411,36893.7419078723,1.34992721242157,103.75698028632
219 BT BATOK ST 21,650219,19283.9763559671,36592.9944090471,1.34720729813155,103.754999726682
213 BT BATOK ST 21,650213,19005.4350239327,36550.0071224086,1.34681845451426,103.752496875347
296B BT BATOK ST 22,652296,18433.3889280939,36204.5195482764,1.34369381417078,103.747356802144
377 BT BATOK ST 31,650377,18759.8841294115,37943.4958164748,1.35942058239166,103.750290022372
333 BT BATOK ST 32,650333,18482.4898934243,38470.0055468902,1.36418205578453,103.747797285557
342 BT BATOK ST 34,650342,18569.0280565582,38293.2123727556,1.36258323081948,103.748574945077
506 BT BATOK ST 52,650506,19246.607109786,37150.4061769024,1.3522483162653,103.754663779161
504 BT BATOK ST 52,650504,19282.2066474948,37119.1440412607,1.35196560331027,103.754983672501
523 BT BATOK ST 52,650523,18984.2756450912,37642.6531551108,1.35669994020487,103.752306417884
408 BT BATOK WEST AVE 4,650408,18170.0514161568,38540.5329454821,1.36481977758189,103.744989792545
436A BT BATOK WEST AVE 5,651436,17612.3098483505,37911.277394155,1.35912883183507,103.739978327829
148 BT BATOK WEST AVE 6,650148,18043.9818134243,36822.2185110077,1.34927993077587,103.743857543224
131 BT BATOK WEST AVE 6,650131,18311.5034503583,36982.9185008798,1.35073333041497,103.746261338468
146 BT BATOK WEST AVE 6,650146,18069.1297860881,36865.2288315818,1.34966890869827,103.744083499088
178 BT BATOK WEST AVE 8,650178,17904.6716930903,36465.5829963293,1.34605460336986,103.742605875259
441C BT BATOK WEST AVE 8,653441,17470.5303145656,37517.5622978993,1.35556816773842,103.738704484722
292B BT BATOK EAST AVE 6,652292,19168.4439464062,36324.5479036029,1.34477953186313,103.753961675829
292C BT BATOK EAST AVE 6,653292,19129.8282041196,36346.2501387317,1.34497578759799,103.753614683753
163 BT BATOK ST 11,650163,17910.4957071776,36697.2255404554,1.34814949552612,103.742658130106
210 BT BATOK ST 21,650210,18722.6690078033,36402.0261327792,1.34548008232168,103.74995609585
293B BT BATOK ST 21,652293,19200.3518494805,36453.8890213557,1.34594925522117,103.754248349899
293D BT BATOK ST 21,654293,19315.8127963329,36351.2180834357,1.34502077023724,103.755285866092
203 BT BATOK ST 21,650203,18615.2035001908,36606.8704332355,1.3473325859581,103.748990389685
296C BT BATOK ST 22,653296,18522.5685781678,36204.9755959865,1.34369796674692,103.748158134407
291B BT BATOK ST 24,651291,19379.9538016999,36145.1296477765,1.34315699982096,103.755862270481
289F BT BATOK ST 25,655289,19734.3671923541,36308.6778851841,1.34463617023746,103.7590468418
289G BT BATOK ST 25,656289,19705.1276541883,36353.6201203559,1.34504260344064,103.758784094586
305 BT BATOK ST 31,650305,18497.7363913776,37771.0549967922,1.35786100812447,103.747934507941
316 BT BATOK ST 32,650316,18375.2735215854,38071.3365805428,1.3605766052846,103.746834002944
417 BT BATOK WEST AVE 4,650417,18336.2688962435,38328.5717945509,1.3629029334905,103.746483437421
393 BT BATOK WEST AVE 5,650393,19074.0271179136,38725.5489622168,1.36649328120419,103.753112569115
437A BT BATOK WEST AVE 5,651437,17527.8751890128,37805.2946847957,1.35817033364294,103.739219664469
435C BT BATOK WEST AVE 5,653435,17587.2859441526,37819.8447164446,1.35830193962809,103.739753503555
450C BT BATOK WEST AVE 6,653450,18042.5763498684,37127.570617659,1.35204142276072,103.743844813254
107 BT BATOK WEST AVE 6,650107,18350.1559077092,36659.7676393501,1.34781088479752,103.746608758355
451B BT BATOK WEST AVE 6,652451,17994.7141925758,37176.4897632115,1.35248381356888,103.743414725495
452A BT BATOK WEST AVE 6,651452,17901.0509460736,37195.2488304079,1.35265343215969,103.742573096086
194A BT BATOK WEST AVE 6,651194,18228.2939481968,36313.6297878567,1.34468050128788,103.7455138661
182 BT BATOK WEST AVE 8,650182,18039.9590470484,36411.3319033012,1.34556402157015,103.743821531821
439A BT BATOK WEST AVE 8,651439,17651.4975949936,37656.1540984437,1.35682160436271,103.740330543468
443B BT BATOK WEST AVE 8,652443,17373.3423310919,37578.9471612051,1.35612327530865,103.737831166898
177 BT BATOK WEST AVE 8,650177,17808.5426955633,36497.5948699284,1.3463440745148,103.741742087315
445B BT BATOK WEST AVE 8,652445,17476.1827999884,37020.6610118356,1.35107437750712,103.738755449982
440B BT BATOK WEST AVE 8,652440,17416.402563571,37470.0488580465,1.35513845452594,103.738218129089
461C BT BATOK WEST AVE 8,653461,17687.9546549497,37435.5019500069,1.35482612017831,103.740658209494
441B BT BATOK WEST AVE 8,652441,17453.239789403,37565.674680613,1.35600327228239,103.738549101393
439C BT BATOK WEST AVE 8,653439,17487.5707959142,37745.3954649363,1.35762861295926,103.738857524407
438C BT BATOK WEST AVE 8,653438,17548.9016308691,37759.6245954204,1.35775731757846,103.739408616622
439B BT BATOK WEST AVE 8,652439,17541.5960595151,37699.6523994505,1.35721494856744,103.739342992281
461A BT BATOK WEST AVE 8,651461,17611.7167774774,37445.904995475,1.35492017502696,103.739973160067
449A BT BATOK WEST AVE 9,651449,17782.7591255093,37161.5485784095,1.35234861922854,103.74151018118
449B BT BATOK WEST AVE 9,652449,17735.0141961174,37120.6646442264,1.35197886358706,103.741081176999
285 BT BATOK EAST AVE 3,650285,19599.2174063828,36478.8341985289,1.34617496464412,103.757832392184
257 BT BATOK EAST AVE 4,650257,19616.2017708896,37031.2574091833,1.3511708841554,103.757984853389
201 BT BATOK ST 21,650201,18494.4904830726,36444.3241871614,1.34586253909028,103.747905760698
296A BT BATOK ST 22,651296,18327.9299759259,36248.7276335023,1.34409358218354,103.746409176377
291D BT BATOK ST 24,653291,19327.5953959618,36185.0385291316,1.34351790618134,103.755391787516
394 BT BATOK WEST AVE 5,650394,19026.846928562,38717.7915806696,1.36642311199961,103.752688625262
453A BT BATOK WEST AVE 6,651453,17865.4552523987,37153.3920832295,1.35227488305445,103.742253260513
461D BT BATOK WEST AVE 8,654461,17654.4482693868,37394.2688140962,1.35445321126227,103.740357147518
443C BT BATOK WEST AVE 8,653443,17373.6352343699,37518.7607587148,1.35557897178099,103.737833820151
440C BT BATOK WEST AVE 8,653440,17376.6854904294,37470.0300616287,1.35513827041,103.737861245907
442A BT BATOK WEST AVE 8,651442,17462.0435956828,37632.1890893877,1.35660480719736,103.738628185843
172 BT BATOK WEST AVE 8,650172,17668.1139008189,36422.9581385273,1.34566903930041,103.740480275142
440D BT BATOK WEST AVE 8,654440,17284.3433506126,37470.0466787517,1.35513838763691,103.737031492997
223 BT BATOK EAST AVE 3,650223,19105.6419966379,36682.3721328061,1.34801554533173,103.753397257075
290B BT BATOK ST 24,653290,19465.2649915786,36188.9810550828,1.34355360034935,103.75662883009
351 BT BATOK ST 34,650351,18667.020532771,38215.212051129,1.36187785549525,103.74945549722
7 TELOK BLANGAH CRES,90007,26449.1943732621,28980.2300799396,1.27836137310785,103.819384010497
48 LOWER DELTA RD,160048,27207.9235858424,30205.5407760777,1.28944268125333,103.826201445621
38 BEO CRES,160038,27329.0727948742,30107.2671405636,1.28855393184563,103.827290023383
130 BT MERAH VIEW,150130,27003.019990406,29668.6394112241,1.28458712798457,103.824360319186
109 BT PURMEI RD,90109,27108.7926096898,28490.1625176314,1.27392939929265,103.825310761145
96A HENDERSON RD,151096,26734.4682431826,30044.7785249632,1.28798878836651,103.821947260359
6 JLN BT HO SWEE,161006,27791.2937818933,30006.0646538734,1.28763869859867,103.831443269057
46 JLN BT HO SWEE,160046,27201.6115307854,30078.724280579,1.28829579725142,103.826144732416
4 JLN BT HO SWEE,162004,27768.5467867702,29982.1474076957,1.28742239926051,103.831238878232
132 JLN BT MERAH,160132,27441.9497639555,29021.880853489,1.27873808127932,103.828304288385
144 JLN BT MERAH,160144,27625.9788930807,28861.6262872666,1.27728879786295,103.829957861117
113 JLN BT MERAH,160113,27154.7358373506,29192.1189811938,1.28027764882907,103.82572355886
1 JLN BT MERAH,150001,25209.2313396903,29875.0296186805,1.28645354030174,103.808242400418
146 JLN BT MERAH,160146,27720.9776840955,28923.5445329808,1.27784876576774,103.830811459909
131 JLN BT MERAH,160131,27427.9447073536,29182.3622782491,1.28018941877784,103.828178444795
127A KIM TIAN RD,161127,27581.6053025192,29378.4129424673,1.28196243466081,103.829559141133
33 LIM LIAK ST,160033,27806.1955577806,29727.4679314289,1.28511916772533,103.831577169295
23 LIM LIAK ST,161023,27822.0221416429,29765.7468213253,1.28546534866696,103.83171937723
86 REDHILL CL,150086,26370.1359434593,29926.6061721295,1.2869200622963,103.818673592235
14 TAMAN HO SWEE,161014,27875.2558974698,30035.4685774595,1.28790461781044,103.83219770269
44 TELOK BLANGAH DR,100044,25461.3116133912,28198.9820020292,1.27129597566763,103.810507576844
65 TELOK BLANGAH DR,100065,25452.0217335606,28504.8684293963,1.27406230448123,103.810424079622
64 TELOK BLANGAH DR,100064,25464.4227383658,28553.9733598325,1.27450639323765,103.810535503194
43 TELOK BLANGAH RISE,90043,26877.8833377361,28097.6351370569,1.27037951175815,103.823235972289
91A TELOK BLANGAH ST 31,101091,25085.1923251813,28792.3240761198,1.27666192078908,103.807127959576
9B BOON TIONG RD,163009,27511.4000158105,29914.893219132,1.286814173027,103.82892831117
10A BOON TIONG RD,160010,27589.0641812105,29864.5039273426,1.28635847107695,103.82962615571
8B BOON TIONG RD,165008,27664.4299472682,29937.3149545025,1.2870169493471,103.830303346649
13 CANTONMENT CL,80013,28797.6078066966,28575.3093826268,1.27469944029956,103.840485373883
12 CANTONMENT CL,80012,28751.408239482,28550.6200304516,1.27447615957187,103.84007025349
16 CANTONMENT CL,80016,28772.6293044742,28489.1146703027,1.27391992612498,103.840260930929
25A JLN MEMBINA,162025,27205.914851103,29544.7114499472,1.28346637277709,103.826183412946
19 JLN MEMBINA,163019,27216.2424384868,29777.3657014314,1.2855704164404,103.826276204595
38 JLN RUMAH TINGGI,150038,25365.2089187419,30116.0944347996,1.28863365915922,103.809643901495
127D KIM TIAN RD,164127,27624.3449970512,29285.2393108699,1.28111980555052,103.829943174928
129 KIM TIAN RD,160129,27503.3722503651,29288.9134203419,1.2811530312289,103.828856188305
126C KIM TIAN RD,163126,27554.0453347694,29417.2541206963,1.28231370027498,103.829311503614
127C KIM TIAN RD,163127,27634.6487029968,29329.8008050751,1.28152280420004,103.830035757166
119D KIM TIAN RD,164119,27398.1911280192,29376.5941998623,1.2819459836123,103.827911093868
76A REDHILL RD,151076,26167.6979779769,30125.2282831725,1.28871631968437,103.816854593836
55 TELOK BLANGAH DR,100055,25644.0502367625,28493.5943318941,1.27396036035569,103.812149525435
68 TELOK BLANGAH HTS,100068,25420.2366276952,28626.1530876551,1.27515915779894,103.810138469233
59 TELOK BLANGAH HTS,100059,25804.1761035183,28647.6318239924,1.2753534329115,103.813588303131
88 TELOK BLANGAH HTS,100088,25210.6152827097,28870.5290093161,1.27736919004889,103.808254924084
90B TELOK BLANGAH ST 31,102090,25061.6232818877,28861.0749559421,1.27728367741324,103.806916176715
93A TELOK BLANGAH ST 31,101093,25106.9105418054,28644.8362427484,1.27532809461587,103.807323119129
92B TELOK BLANGAH ST 31,102092,25107.6552855447,28705.7712935489,1.27587916988466,103.80732980539
90A TELOK BLANGAH ST 31,101090,25081.3320978777,28910.93301435,1.27773457800288,103.807093263136
93B TELOK BLANGAH ST 31,102093,25179.7110659741,28648.0560600534,1.27535722008159,103.807977257969
34 TELOK BLANGAH WAY,90034,26793.8608980682,28444.6512140986,1.27351780057463,103.822480988448
9A BOON TIONG RD,162009,27481.4822023967,29916.3284663837,1.2868271524179,103.828659487514
129 BT MERAH VIEW,150129,26942.7989008063,29557.1336120721,1.28357870670139,103.823819212586
138 JLN BT MERAH,160138,27211.9428714002,28987.1043930613,1.27842357024921,103.826237590943
140 JLN BT MERAH,160140,27577.7302439036,28957.5328453816,1.27815614255865,103.829524327849
7 KIM TIAN PL,160007,27301.6672241082,29546.7832934335,1.28348511207749,103.827043785507
131B KIM TIAN RD,162131,27449.2983158464,29262.8772942331,1.28091756873327,103.828370313694
17 TELOK BLANGAH CRES,90017,26707.2143755518,28914.6014637072,1.27776786253278,103.821702419401
17A TELOK BLANGAH CRES,91017,26696.2586669689,28872.0019402094,1.27738260692574,103.821603980031
20 TELOK BLANGAH CRES,90020,26720.1576010166,28820.4011118356,1.27691594809877,103.821818722889
67 TELOK BLANGAH DR,100067,25363.959335302,28568.3706289679,1.274636588887,103.809632802144
